"filename", "language", "TypeScript", "TypeScript React", "SCSS", "JSON with Comments", "JSON", "Markdown", "HTML", "XML", "comment", "blank", "total"
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/ui/Icon/Icon.tsx", "TypeScript React", 0, 46, 0, 0, 0, 0, 0, 0, 0, 5, 51
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/ui/Input/Input.module.scss", "SCSS", 0, 0, 52, 0, 0, 0, 0, 0, 0, 10, 62
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/ui/Input/Input.tsx", "TypeScript React", 0, 68, 0, 0, 0, 0, 0, 0, 0, 4, 72
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/ui/Layout/Layout.module.scss", "SCSS", 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/ui/Layout/Layout.tsx", "TypeScript React", 0, 7, 0, 0, 0, 0, 0, 0, 0, 4, 11
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/ui/Modal/Modal.module.scss", "SCSS", 0, 0, 53, 0, 0, 0, 0, 0, 0, 5, 58
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/ui/Modal/Modal.tsx", "TypeScript React", 0, 64, 0, 0, 0, 0, 0, 0, 0, 7, 71
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/ui/Radio/Radio.module.scss", "SCSS", 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/ui/Radio/Radio.tsx", "TypeScript React", 0, 38, 0, 0, 0, 0, 0, 0, 0, 4, 42
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/ui/Select/Option.module.scss", "SCSS", 0, 0, 17, 0, 0, 0, 0, 0, 0, 4, 21
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/ui/Select/Option.tsx", "TypeScript React", 0, 20, 0, 0, 0, 0, 0, 0, 0, 4, 24
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/ui/Select/Select.module.scss", "SCSS", 0, 0, 63, 0, 0, 0, 0, 0, 0, 10, 73
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/ui/Select/Select.tsx", "TypeScript React", 0, 113, 0, 0, 0, 0, 0, 0, 0, 7, 120
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/ui/Spinner/Spinner.module.scss", "SCSS", 0, 0, 15, 0, 0, 0, 0, 0, 0, 2, 17
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/ui/Spinner/Spinner.tsx", "TypeScript React", 0, 17, 0, 0, 0, 0, 0, 0, 0, 3, 20
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/ui/Tooltip/Tooltip.module.scss", "SCSS", 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 12
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/ui/Tooltip/Tooltip.tsx", "TypeScript React", 0, 60, 0, 0, 0, 0, 0, 0, 0, 11, 71
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/ui/index.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/utils/clsnm.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/utils/formatAddress.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/utils/formatBalance.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/utils/formatValue.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/src/utils/mergeRefs.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"/Users/alimsahin/Desktop/alim2.0/cashmere-frontend/tsconfig.json", "JSON with Comments", 0, 0, 0, 27, 0, 0, 0, 0, 0, 1, 28
"Total", "-", 2635, 4937, 6477, 27, 31479, 13, 21, 21, 97, 1688, 47395
